ID_Cliente,Nome,Idade,Gênero,Email,País,Data_Compra,Produto,Categoria,Quantidade,Preço_Unitário,Forma_Pagamento,Avaliação,Cliente_Frequente
188,Sra. Isabel da Cruz,50,Outro,joao-guilhermepereira@correia.com,Argentina,2024-09-25,Sofá,Casa,2,1320.88,PIX,5,Sim
189,Alexia da Mata,70,Masculino,wmendes@freitas.br,Brasil,2025-01-27,Tablet,Eletrônicos,2,1536.25,Débito,5,Sim
190,Eloah Ribeiro,49,Outro,moreiradanilo@da.net,Moçambique,2024-04-15,Macarrão,Alimentos,4,497.31,Débito,3,Não
191,Davi da Cruz,22,Outro,erickda-rocha@ig.com.br,Brasil,2023-08-20,Vestido,Roupas,4,973.66,Boleto,3,Sim
192,Gabriel Cardoso,38,Outro,duartemaria-fernanda@viana.com,Portugal,2024-09-15,Chocolate,Alimentos,2,1523.72,Cartão de Crédito,3,Sim
193,Kamilly Melo,47,Masculino,gcosta@da.com,Portugal,2023-07-11,Suspense,Livros,2,202.66,PIX,4,Não
194,Rebeca Caldeira,33,Masculino,yribeiro@da.net,Portugal,2024-10-03,Geladeira,Casa,2,1528.61,Débito,5,Não
195,Bryan Barros,49,Feminino,fernandocunha@hotmail.com,Angola,2023-05-10,Smartphone,Eletrônicos,4,1015.83,Boleto,2,Não
196,Thiago Farias,21,Masculino,maria-sophiaaragao@yahoo.com.br,Portugal,2024-06-19,Fantasia,Livros,3,1078.01,Cartão de Crédito,4,Sim
197,Sr. Luiz Miguel Lopes,34,Outro,joao-pedrolima@yahoo.com.br,Portugal,2024-06-01,Autoajuda,Livros,1,807.16,Boleto,3,Não
198,Emanuelly Alves,22,Feminino,giovannadias@yahoo.com.br,Moçambique,2024-12-14,Autoajuda,Livros,5,1363.99,Cartão de Crédito,2,Sim
199,Sofia Farias,43,Feminino,joao-gabriel77@gmail.com,Portugal,2025-03-14,Geladeira,Casa,2,406.13,Débito,5,Sim
200,Davi Lucca Carvalho,20,Masculino,marcela61@sales.com,Argentina,2023-08-22,Chocolate,Alimentos,5,919.41,Boleto,3,Não
201,Gustavo Henrique Rocha,28,Feminino,rnovaes@costa.br,Moçambique,2023-09-04,Macarrão,Alimentos,5,1658.3,Débito,5,Não
202,Luana Melo,48,Masculino,emanuellycardoso@nogueira.br,Portugal,2024-03-12,Arroz,Alimentos,4,1171.57,Cartão de Crédito,5,Não
203,Lavínia Ramos,34,Outro,teixeiramilena@gmail.com,Moçambique,2025-02-17,Sofá,Casa,1,1171.21,Boleto,5,Não
204,Marcela Costela,27,Outro,rda-rocha@ig.com.br,Argentina,2024-03-08,Smartphone,Eletrônicos,2,47.69,PIX,4,Sim
205,Ana Luiza Lima,44,Outro,lorena41@viana.com,Argentina,2023-11-19,Fantasia,Livros,1,1414.49,Boleto,5,Não
206,Manuela Carvalho,60,Feminino,henriquemoura@gomes.br,Moçambique,2024-02-03,Autoajuda,Livros,2,924.73,PIX,5,Não
207,Dr. Danilo Ribeiro,61,Outro,evelynpereira@bol.com.br,Portugal,2024-10-24,Fogão,Casa,2,1915.1,PIX,5,Não
208,Maysa da Mata,32,Feminino,portojoao@bol.com.br,Portugal,2023-08-16,Vestido,Roupas,3,964.81,PIX,3,Sim
209,João Guilherme da Luz,54,Outro,correiadavi-luiz@uol.com.br,Moçambique,2023-07-03,Fantasia,Livros,3,1909.67,Boleto,3,Sim
210,Larissa Barros,36,Outro,joao-gabriel26@da.com,Brasil,2023-10-26,Chocolate,Alimentos,3,1497.2,Boleto,2,Não
211,Ana Farias,53,Outro,vsales@yahoo.com.br,Portugal,2024-11-07,Camiseta,Roupas,5,1484.37,Boleto,2,Sim
212,Pedro Henrique Porto,60,Outro,isadorabarbosa@costela.com,Argentina,2025-01-21,Camiseta,Roupas,1,832.47,Débito,1,Sim
213,Pedro Henrique Jesus,18,Outro,joao-vitorfarias@yahoo.com.br,Argentina,2024-04-21,Fantasia,Livros,4,1304.57,PIX,3,Não
214,João Lucas Correia,59,Masculino,asilva@ribeiro.br,Brasil,2025-03-21,Sofá,Casa,5,1479.99,Cartão de Crédito,2,Não
215,Bianca Gomes,29,Masculino,yda-mota@da.br,Angola,2024-09-15,Suspense,Livros,3,1754.72,Cartão de Crédito,3,Sim
216,Maria Alice Farias,39,Feminino,ramosjoao@gmail.com,Angola,2025-02-19,Fogão,Casa,2,1703.61,Débito,3,Sim
217,Davi Luiz Nascimento,69,Masculino,isadora23@hotmail.com,Portugal,2025-01-05,Vestido,Roupas,3,1440.01,Cartão de Crédito,3,Não
218,Maria Alice Cardoso,54,Outro,vieiracarolina@hotmail.com,Argentina,2023-10-22,Vestido,Roupas,4,1035.41,Cartão de Crédito,4,Sim
219,Sarah Nogueira,29,Masculino,sda-mata@uol.com.br,Angola,2023-06-17,Feijão,Alimentos,1,528.96,Boleto,4,Não
220,Vicente da Cunha,39,Feminino,fernandodas-neves@cardoso.com,Moçambique,2024-05-20,Liquidificador,Casa,3,1310.83,Boleto,1,Sim
221,Sra. Isabelly Pires,47,Feminino,azevedomariane@carvalho.org,Argentina,2024-06-17,Autoajuda,Livros,1,1281.04,PIX,3,Sim
222,Dra. Isabel Pires,32,Masculino,maria-fernanda98@jesus.br,Angola,2024-08-09,Vestido,Roupas,5,753.51,Débito,5,Sim
223,Cauê Cardoso,66,Masculino,joao-lucas61@farias.br,Moçambique,2024-09-14,Fone de Ouvido,Eletrônicos,5,1410.49,Cartão de Crédito,5,Sim
224,Antônio Peixoto,21,Outro,taragao@moreira.org,Moçambique,2023-07-03,Calça Jeans,Roupas,2,662.95,Débito,1,Sim
225,Sabrina Pereira,63,Outro,novaesbreno@almeida.com,Angola,2023-06-14,Fone de Ouvido,Eletrônicos,1,912.33,Débito,4,Sim
226,Noah Ribeiro,53,Feminino,gustavo-henrique03@yahoo.com.br,Portugal,2024-08-03,Fone de Ouvido,Eletrônicos,3,1634.74,Boleto,5,Sim
227,Isadora Cunha,20,Feminino,frocha@gmail.com,Portugal,2023-09-02,Smartphone,Eletrônicos,1,1972.41,Débito,1,Não
228,Yasmin da Rocha,44,Masculino,leandro98@uol.com.br,Argentina,2025-03-27,Autoajuda,Livros,4,902.59,Débito,4,Sim
229,Larissa Novaes,61,Outro,alvesmaysa@ig.com.br,Moçambique,2024-10-05,Jaqueta,Roupas,1,365.16,Débito,5,Sim
230,Marcelo Castro,64,Masculino,catarinacampos@novaes.org,Brasil,2023-08-10,Tablet,Eletrônicos,4,1350.26,Débito,5,Não
231,Sabrina Fogaça,70,Masculino,tda-rosa@hotmail.com,Argentina,2023-08-05,Autoajuda,Livros,2,558.54,Cartão de Crédito,1,Não
232,Henrique Fogaça,57,Masculino,meloalexia@souza.com,Argentina,2023-06-16,Camiseta,Roupas,1,1191.95,Débito,5,Sim
233,Ana Vitória Pinto,33,Outro,zsales@dias.net,Brasil,2024-07-20,Fantasia,Livros,2,1084.12,Cartão de Crédito,2,Não
234,Dra. Agatha Silva,32,Outro,maria-cecilianovaes@campos.com,Moçambique,2023-09-21,Macarrão,Alimentos,2,610.51,Boleto,5,Sim
235,Ryan Ramos,44,Feminino,gabriela57@cavalcanti.br,Portugal,2024-10-18,Notebook,Eletrônicos,4,1116.14,Cartão de Crédito,3,Não
236,Manuela Melo,68,Outro,thales70@pinto.net,Portugal,2023-09-18,Fantasia,Livros,2,606.78,Boleto,5,Não
237,Brenda Sales,33,Masculino,mariana27@dias.com,Portugal,2024-08-27,Vestido,Roupas,1,1129.15,Débito,5,Sim
238,Erick Ramos,42,Masculino,wporto@uol.com.br,Portugal,2024-05-15,Jaqueta,Roupas,1,1845.23,PIX,1,Sim
239,Esther Correia,21,Feminino,marianarocha@uol.com.br,Angola,2023-10-30,Liquidificador,Casa,1,384.44,Boleto,4,Sim
240,Augusto Castro,39,Feminino,danilomoura@yahoo.com.br,Brasil,2023-11-26,Calça Jeans,Roupas,1,1496.29,Débito,2,Sim
241,João Vitor Nogueira,43,Masculino,lfreitas@nunes.com,Moçambique,2024-11-09,Macarrão,Alimentos,4,937.84,PIX,3,Não
242,Igor Sales,41,Outro,joao-miguelmelo@hotmail.com,Angola,2023-05-09,Romance,Livros,4,1525.64,PIX,2,Não
243,Luiz Felipe Araújo,38,Feminino,pedrovieira@barros.com,Brasil,2024-05-06,Sofá,Casa,2,42.28,Débito,3,Sim
244,Elisa da Mota,30,Feminino,azevedothales@yahoo.com.br,Argentina,2024-06-22,Suspense,Livros,4,1105.78,PIX,3,Não
245,Clara Costa,64,Outro,lmonteiro@costela.net,Angola,2023-04-19,Suspense,Livros,3,346.84,Débito,2,Sim
246,Sr. Rafael Viana,51,Masculino,danilo09@goncalves.br,Brasil,2024-03-20,Smartphone,Eletrônicos,4,283.61,Boleto,1,Sim
247,Alice Barbosa,18,Masculino,joanacampos@bol.com.br,Moçambique,2024-06-17,Autoajuda,Livros,1,1239.49,Débito,4,Sim
248,Raquel da Mota,18,Outro,sophiacardoso@nogueira.br,Moçambique,2025-03-22,Romance,Livros,1,1063.54,PIX,5,Não
249,Dra. Letícia Sales,19,Outro,oliveiraana-sophia@ig.com.br,Angola,2023-11-10,Camiseta,Roupas,1,1053.53,Boleto,2,Não
250,Miguel Vieira,70,Feminino,silveirabrenda@bol.com.br,Portugal,2023-06-20,Romance,Livros,3,1919.0,Débito,5,Sim
251,Diego Cardoso,62,Masculino,pietracorreia@yahoo.com.br,Portugal,2024-05-25,Smartphone,Eletrônicos,1,816.5,Débito,5,Não
252,Sra. Ana Costa,21,Outro,rodriguesalexia@uol.com.br,Brasil,2023-10-02,Camiseta,Roupas,4,1692.21,PIX,5,Sim
253,Eduardo Carvalho,51,Masculino,jesusrafaela@bol.com.br,Argentina,2024-09-22,Vestido,Roupas,3,102.66,Cartão de Crédito,3,Sim
254,Fernando Cunha,29,Feminino,marcos-viniciusporto@hotmail.com,Brasil,2025-03-26,Calça Jeans,Roupas,4,1858.46,PIX,2,Sim
255,Ana Lívia Barros,54,Feminino,emillypires@da.com,Moçambique,2023-05-02,Chocolate,Alimentos,2,1583.09,Cartão de Crédito,5,Não
256,Fernando da Conceição,21,Masculino,ppeixoto@castro.com,Angola,2023-05-04,Camiseta,Roupas,3,1214.29,Débito,3,Sim
257,Anthony Gomes,58,Feminino,gabrielada-mata@uol.com.br,Angola,2023-07-08,Suspense,Livros,3,1110.55,Débito,4,Sim
258,Felipe Moreira,61,Outro,sbarbosa@gmail.com,Angola,2023-08-23,Tablet,Eletrônicos,2,1429.09,Cartão de Crédito,3,Sim
259,Davi Luiz da Conceição,42,Outro,davi46@moraes.org,Argentina,2023-04-25,Autoajuda,Livros,3,222.04,Cartão de Crédito,3,Não
260,Melissa Silva,41,Feminino,vieirapietro@yahoo.com.br,Brasil,2023-06-17,Camiseta,Roupas,2,867.65,Débito,1,Sim
261,Levi Araújo,23,Feminino,isadorada-luz@da.com,Moçambique,2024-05-30,Tablet,Eletrônicos,4,34.56,Débito,4,Sim
262,Bárbara Dias,64,Outro,noahpereira@da.com,Argentina,2024-07-07,Sofá,Casa,4,347.31,PIX,3,Não
263,Sr. Luiz Felipe Nogueira,49,Masculino,eduardocosta@campos.br,Brasil,2024-08-13,Vestido,Roupas,3,847.99,Débito,1,Não
264,Dr. Daniel Monteiro,34,Masculino,kevin73@mendes.br,Angola,2023-04-26,Sofá,Casa,4,222.88,PIX,1,Não
265,Gustavo Henrique Sales,39,Outro,mariane60@hotmail.com,Angola,2025-02-04,Chocolate,Alimentos,3,866.93,Boleto,3,Não
266,Breno da Mota,56,Outro,xda-cunha@cunha.br,Argentina,2025-02-05,Autoajuda,Livros,2,1929.5,PIX,3,Não
267,Ana Lívia Pires,54,Masculino,joanaazevedo@uol.com.br,Portugal,2023-07-12,Autoajuda,Livros,4,736.38,Boleto,5,Sim
268,Diego Almeida,61,Outro,kaique20@uol.com.br,Brasil,2025-03-11,Suspense,Livros,4,1597.39,Cartão de Crédito,4,Não
269,Thomas Porto,26,Outro,llopes@bol.com.br,Portugal,2025-03-11,Jaqueta,Roupas,2,1433.32,Débito,1,Não
270,Eduarda Jesus,56,Feminino,gfernandes@ramos.br,Moçambique,2024-01-18,Fantasia,Livros,5,83.16,PIX,5,Sim
271,Lorena Souza,24,Masculino,marcela87@ig.com.br,Portugal,2024-05-19,Camiseta,Roupas,5,1967.38,Débito,3,Não
272,Marcelo Lima,24,Masculino,marianafogaca@caldeira.net,Brasil,2024-03-08,Feijão,Alimentos,5,1496.24,Boleto,4,Não
273,Ana Sophia Pinto,43,Feminino,duartebenjamin@nogueira.com,Moçambique,2024-04-17,Sofá,Casa,3,1995.43,Débito,1,Não
274,Lucca Costela,44,Masculino,juliana16@ig.com.br,Brasil,2024-06-18,Jaqueta,Roupas,3,692.7,Boleto,5,Não
275,Davi Lucas Rocha,40,Feminino,ana-juliarocha@barros.br,Brasil,2023-06-26,Fantasia,Livros,3,143.68,Cartão de Crédito,1,Sim
276,Lívia da Paz,39,Outro,silvaana-beatriz@nunes.br,Brasil,2024-03-28,Calça Jeans,Roupas,5,357.16,Boleto,3,Não
277,Leonardo Aragão,47,Masculino,emanuellyteixeira@yahoo.com.br,Angola,2024-07-12,Calça Jeans,Roupas,4,797.21,Boleto,4,Não
278,Gabrielly Almeida,42,Masculino,das-nevesmaria-eduarda@da.br,Argentina,2024-01-07,Jaqueta,Roupas,1,1158.92,Boleto,3,Não
279,Julia Martins,30,Feminino,fazevedo@vieira.com,Brasil,2024-08-29,Chocolate,Alimentos,5,1932.17,PIX,5,Não
280,João Miguel Sales,57,Feminino,maite13@da.com,Moçambique,2024-07-18,Tablet,Eletrônicos,3,1692.58,Boleto,3,Sim
281,Carolina Nogueira,61,Masculino,lorenzopires@rodrigues.br,Portugal,2024-06-01,Notebook,Eletrônicos,3,242.73,PIX,2,Não
282,Lorenzo Viana,44,Outro,bryanporto@bol.com.br,Argentina,2023-05-21,Fogão,Casa,4,379.65,Boleto,5,Sim
283,Bruno Pereira,49,Feminino,nunesotavio@santos.com,Argentina,2023-10-26,Jaqueta,Roupas,4,1242.63,PIX,1,Não
284,Srta. Ana Vitória da Costa,26,Masculino,miguelnovaes@ribeiro.org,Angola,2023-11-09,Fogão,Casa,4,1372.55,Débito,4,Não
285,Yuri Viana,28,Masculino,agathada-costa@caldeira.com,Moçambique,2023-11-09,Notebook,Eletrônicos,3,75.06,Boleto,5,Não
286,Dr. Raul Jesus,28,Feminino,maria-alice56@hotmail.com,Moçambique,2023-10-13,Romance,Livros,5,237.27,PIX,5,Sim
287,Ana Lívia Souza,66,Outro,ana-livia50@azevedo.br,Angola,2024-08-20,Sofá,Casa,4,213.81,Boleto,3,Sim
288,Daniel Porto,46,Feminino,da-pazfelipe@hotmail.com,Portugal,2024-04-06,Fone de Ouvido,Eletrônicos,1,1553.51,Boleto,2,Não
289,Augusto Alves,63,Outro,olima@bol.com.br,Angola,2024-08-07,Calça Jeans,Roupas,2,1628.92,Cartão de Crédito,5,Não
290,Sra. Sabrina Porto,52,Feminino,castrothiago@hotmail.com,Moçambique,2023-06-14,Sofá,Casa,3,1958.21,PIX,3,Não
291,Nicolas Rezende,50,Outro,limacaue@alves.org,Brasil,2023-12-29,Vestido,Roupas,1,1985.05,Boleto,2,Sim
292,Bruna Monteiro,27,Outro,igor77@hotmail.com,Portugal,2025-01-30,Vestido,Roupas,4,292.92,PIX,4,Não
293,Raul Moura,46,Masculino,maria-luiza35@ig.com.br,Brasil,2025-03-31,Autoajuda,Livros,3,914.84,Débito,3,Sim
294,Pedro Miguel Dias,67,Outro,scosta@cunha.com,Brasil,2024-03-15,Autoajuda,Livros,1,1593.4,Débito,2,Não
295,Cauã Castro,70,Masculino,mda-mata@ig.com.br,Angola,2023-05-27,Macarrão,Alimentos,3,682.13,Boleto,5,Não
296,Isabelly da Cunha,68,Feminino,zcaldeira@souza.br,Brasil,2023-12-10,Smartphone,Eletrônicos,4,42.4,Boleto,4,Não
297,Natália Moreira,18,Feminino,ufogaca@uol.com.br,Argentina,2023-10-13,Jaqueta,Roupas,2,1750.1,PIX,1,Não
298,Enzo Gabriel Moraes,34,Masculino,rrodrigues@moreira.com,Portugal,2023-11-13,Camiseta,Roupas,4,1254.95,Boleto,4,Sim
299,Bryan da Rocha,63,Masculino,ocardoso@yahoo.com.br,Brasil,2024-02-22,Vestido,Roupas,1,274.07,Boleto,5,Não
300,Sarah Almeida,18,Masculino,da-rochalara@pires.br,Portugal,2024-06-04,Fone de Ouvido,Eletrônicos,2,960.62,Boleto,4,Sim
301,Ana Luiza Novaes,64,Masculino,maysa60@gmail.com,Brasil,2024-02-16,Macarrão,Alimentos,3,282.89,Boleto,2,Sim
302,Anthony Peixoto,51,Outro,anthonymoura@caldeira.br,Brasil,2024-10-30,Sofá,Casa,4,708.86,Boleto,2,Não
303,Brenda Peixoto,57,Outro,smartins@gmail.com,Angola,2023-07-06,Camiseta,Roupas,1,288.63,Cartão de Crédito,5,Não
304,Davi Luiz Pinto,40,Feminino,viniciussilva@gmail.com,Portugal,2023-07-26,Calça Jeans,Roupas,3,1292.79,Boleto,5,Não
305,Leandro Ramos,67,Outro,teixeiranina@moura.br,Brasil,2024-11-16,Feijão,Alimentos,5,1217.78,Boleto,4,Não
306,Natália Correia,59,Masculino,vcardoso@nogueira.br,Argentina,2024-08-01,Fantasia,Livros,1,489.75,Cartão de Crédito,5,Sim
307,Vinicius Rezende,41,Feminino,nicolesilveira@teixeira.br,Argentina,2025-02-06,Fantasia,Livros,3,1097.25,Boleto,4,Sim
308,Sra. Isabel Campos,19,Outro,qviana@hotmail.com,Brasil,2024-01-28,Tablet,Eletrônicos,2,89.26,Cartão de Crédito,4,Não
309,Isabelly Carvalho,58,Outro,benjaminporto@hotmail.com,Moçambique,2023-09-18,Fantasia,Livros,4,174.03,Boleto,3,Sim
310,Sr. Luiz Miguel Nogueira,37,Masculino,zoliveira@moraes.com,Moçambique,2024-09-15,Calça Jeans,Roupas,5,660.23,Cartão de Crédito,3,Não
311,Dr. Cauê Peixoto,64,Masculino,evelyn83@costela.net,Brasil,2023-09-10,Camiseta,Roupas,4,240.81,Cartão de Crédito,3,Sim
312,Rebeca Fernandes,25,Masculino,ana-juliada-cunha@pereira.com,Argentina,2025-03-22,Notebook,Eletrônicos,4,1906.5,PIX,2,Não
313,Luiz Miguel Campos,26,Outro,antoniorodrigues@bol.com.br,Portugal,2023-08-25,Smartphone,Eletrônicos,3,1616.14,PIX,5,Sim
314,Dra. Maria Eduarda Almeida,34,Outro,stellagoncalves@pereira.org,Moçambique,2024-01-05,Fone de Ouvido,Eletrônicos,4,1026.46,Cartão de Crédito,4,Sim
315,Eduarda da Mata,41,Masculino,qalmeida@lopes.com,Portugal,2025-01-15,Smartphone,Eletrônicos,2,1484.15,Cartão de Crédito,1,Sim
316,Pedro Aragão,33,Masculino,benjamin05@bol.com.br,Angola,2023-05-03,Chocolate,Alimentos,2,366.13,Cartão de Crédito,5,Não
317,Nicolas Cardoso,32,Feminino,mda-rosa@bol.com.br,Argentina,2024-10-06,Autoajuda,Livros,3,1653.73,PIX,1,Sim
318,Sr. Pedro Miguel Costela,29,Masculino,ycampos@ribeiro.com,Moçambique,2023-07-17,Fone de Ouvido,Eletrônicos,1,1755.21,PIX,3,Não
319,Sr. Diego Monteiro,23,Outro,lorenzorodrigues@bol.com.br,Angola,2024-03-28,Tablet,Eletrônicos,2,590.27,PIX,5,Sim
320,Carolina Nogueira,47,Feminino,barbosanina@uol.com.br,Moçambique,2024-02-03,Suspense,Livros,5,1523.36,Boleto,2,Sim
321,Sarah Campos,44,Masculino,naraujo@barros.br,Argentina,2023-06-05,Geladeira,Casa,1,1902.47,Cartão de Crédito,4,Não
322,Thales Carvalho,24,Masculino,alvespietro@gmail.com,Moçambique,2024-11-01,Vestido,Roupas,4,1922.76,Boleto,3,Sim
323,Nathan Gomes,20,Masculino,lara44@barbosa.com,Moçambique,2024-02-23,Autoajuda,Livros,4,1949.36,Cartão de Crédito,5,Sim
324,Maitê Lima,50,Masculino,rcardoso@ig.com.br,Angola,2024-08-25,Smartphone,Eletrônicos,4,1328.26,Boleto,2,Não
325,Davi Rocha,34,Feminino,camposdavi-lucca@hotmail.com,Angola,2023-09-22,Macarrão,Alimentos,4,551.19,Cartão de Crédito,2,Sim
326,Lavínia Moreira,67,Outro,zteixeira@gmail.com,Brasil,2024-08-25,Camiseta,Roupas,2,904.64,PIX,4,Sim
327,Srta. Isis Teixeira,52,Feminino,duartemaria-cecilia@fogaca.br,Argentina,2024-05-25,Autoajuda,Livros,4,537.37,Cartão de Crédito,1,Sim
328,João Felipe Aragão,69,Outro,goncalvesmariane@da.org,Portugal,2023-11-10,Liquidificador,Casa,2,1673.49,PIX,2,Sim
329,Brenda Cardoso,63,Masculino,rmendes@silva.org,Portugal,2023-12-25,Romance,Livros,3,527.73,Boleto,1,Não
330,Mariana Almeida,46,Outro,moliveira@campos.com,Moçambique,2023-11-12,Camiseta,Roupas,4,212.8,Boleto,1,Sim
331,Cauê Monteiro,21,Masculino,lfernandes@das.org,Argentina,2024-11-11,Vestido,Roupas,3,1375.71,Cartão de Crédito,5,Não
332,Cauê Cunha,70,Masculino,amanda49@uol.com.br,Brasil,2024-05-18,Notebook,Eletrônicos,4,1620.5,Cartão de Crédito,3,Sim
333,Sr. Guilherme Souza,20,Feminino,zalmeida@castro.br,Brasil,2023-11-04,Vestido,Roupas,4,997.29,Débito,4,Sim
334,Daniel Martins,40,Masculino,davi-lucas71@ig.com.br,Argentina,2024-01-23,Macarrão,Alimentos,4,1768.01,Cartão de Crédito,5,Sim
335,Ana Lívia Teixeira,59,Feminino,pcosta@yahoo.com.br,Angola,2023-06-30,Fantasia,Livros,1,184.57,Débito,2,Não
336,Miguel da Costa,30,Outro,rsilveira@souza.org,Moçambique,2024-04-27,Camiseta,Roupas,4,1566.01,PIX,4,Não
337,Sr. Nathan Cavalcanti,40,Outro,paraujo@pereira.br,Moçambique,2024-05-08,Chocolate,Alimentos,3,367.83,PIX,5,Sim
338,Letícia da Cruz,19,Feminino,araujohenrique@gmail.com,Brasil,2025-03-25,Autoajuda,Livros,5,1999.22,Boleto,1,Sim
339,Rodrigo Mendes,60,Masculino,elisada-cunha@barbosa.com,Portugal,2023-07-26,Liquidificador,Casa,2,1155.63,Débito,3,Sim
340,Ana Júlia Costela,29,Masculino,cnogueira@ig.com.br,Moçambique,2023-04-20,Macarrão,Alimentos,5,66.13,PIX,5,Sim
341,Milena da Cruz,54,Masculino,oliveirarafaela@bol.com.br,Angola,2024-05-24,Geladeira,Casa,2,985.97,Cartão de Crédito,1,Sim
342,Sra. Luna Melo,56,Masculino,alana00@souza.net,Brasil,2024-04-17,Fogão,Casa,1,670.15,Boleto,2,Não
343,Maria Luiza Barbosa,63,Masculino,elisa34@nunes.com,Portugal,2025-03-25,Smartphone,Eletrônicos,2,1177.35,Boleto,1,Não
344,Gustavo Henrique Almeida,22,Feminino,olivia99@da.br,Angola,2025-03-25,Liquidificador,Casa,3,610.51,Boleto,2,Não
345,Igor da Cruz,68,Outro,ana-luizamoura@bol.com.br,Angola,2024-09-28,Feijão,Alimentos,5,1390.19,PIX,2,Sim
346,Thomas Lopes,42,Feminino,vlopes@castro.net,Portugal,2023-06-24,Calça Jeans,Roupas,1,1898.09,Débito,5,Sim
347,Dra. Melissa Dias,29,Outro,icardoso@yahoo.com.br,Portugal,2025-01-09,Sofá,Casa,5,217.18,Débito,2,Não
348,Sophia Pereira,65,Masculino,vicente56@duarte.br,Argentina,2023-12-26,Macarrão,Alimentos,2,1276.01,Cartão de Crédito,3,Não
349,Anthony Ribeiro,18,Feminino,enzo61@hotmail.com,Argentina,2023-08-03,Camiseta,Roupas,3,520.75,Cartão de Crédito,1,Sim
350,Gustavo Henrique Ferreira,42,Feminino,pedro-lucas81@gmail.com,Angola,2024-07-29,Vestido,Roupas,4,1764.72,PIX,5,Não
351,Dr. Lucas da Cunha,24,Feminino,castroaugusto@barbosa.br,Moçambique,2023-08-07,Calça Jeans,Roupas,4,156.68,Cartão de Crédito,3,Sim
352,Alice Peixoto,38,Feminino,yago70@da.org,Brasil,2024-11-20,Tablet,Eletrônicos,2,1776.98,Boleto,1,Sim
353,Sr. Leonardo da Cunha,39,Outro,caio45@gmail.com,Moçambique,2024-12-01,Romance,Livros,4,1885.46,Boleto,5,Não
354,Stephany Cavalcanti,28,Masculino,moreiraian@hotmail.com,Brasil,2023-10-18,Feijão,Alimentos,2,824.47,PIX,3,Não
355,Arthur Silva,33,Masculino,dsilveira@hotmail.com,Brasil,2024-05-06,Fantasia,Livros,2,118.46,Cartão de Crédito,4,Sim
356,Rebeca Jesus,36,Outro,ida-mata@hotmail.com,Moçambique,2024-04-24,Suspense,Livros,1,61.21,Boleto,3,Sim
357,Ana Lívia Alves,48,Masculino,ana-vitoriaoliveira@viana.org,Portugal,2025-01-20,Fantasia,Livros,4,1790.81,PIX,1,Não
358,Lucca Jesus,29,Feminino,ocostela@cunha.org,Angola,2025-03-22,Feijão,Alimentos,4,98.79,Débito,4,Não
359,Sr. André Farias,32,Feminino,trodrigues@vieira.com,Moçambique,2024-03-30,Notebook,Eletrônicos,1,180.56,PIX,5,Não
360,Valentina Souza,66,Outro,barrosmaria-clara@cunha.org,Argentina,2023-07-04,Liquidificador,Casa,4,1638.63,Débito,5,Não
361,Maria Luiza Azevedo,54,Masculino,alexianunes@moreira.com,Angola,2024-01-31,Arroz,Alimentos,4,1806.53,Cartão de Crédito,5,Sim
362,Yasmin Nunes,25,Feminino,yuri84@ig.com.br,Argentina,2024-05-11,Calça Jeans,Roupas,2,261.11,Débito,1,Não
363,Nicolas Nogueira,30,Outro,beatrizpeixoto@yahoo.com.br,Argentina,2023-06-21,Geladeira,Casa,3,1822.5,Cartão de Crédito,1,Não
364,Sr. Levi da Cunha,53,Feminino,rodriguesnicolas@yahoo.com.br,Moçambique,2023-08-03,Macarrão,Alimentos,5,921.73,Cartão de Crédito,5,Não
365,Pedro Miguel Costa,25,Feminino,thales81@uol.com.br,Argentina,2023-07-15,Camiseta,Roupas,1,1129.74,Cartão de Crédito,3,Não
366,Rodrigo Monteiro,44,Feminino,giovannalopes@fogaca.com,Angola,2024-12-18,Fantasia,Livros,1,352.68,Débito,2,Não
367,Laís Martins,20,Feminino,rodrigueslavinia@hotmail.com,Portugal,2023-11-04,Camiseta,Roupas,4,1842.46,PIX,1,Não
368,Sra. Pietra Ferreira,70,Feminino,monteirofernanda@hotmail.com,Portugal,2025-03-02,Chocolate,Alimentos,1,1945.27,Boleto,2,Não
369,Dra. Bruna Santos,65,Feminino,nathanfarias@bol.com.br,Portugal,2023-06-11,Chocolate,Alimentos,5,1294.65,Boleto,4,Sim
370,Lucas Gabriel Correia,70,Feminino,da-rosacaue@ig.com.br,Angola,2024-05-01,Geladeira,Casa,1,1035.39,Boleto,1,Não
371,Dr. Otávio Santos,63,Outro,luccanunes@yahoo.com.br,Angola,2023-07-24,Camiseta,Roupas,2,393.6,Boleto,1,Sim
372,Raquel Ramos,20,Feminino,ycaldeira@souza.br,Brasil,2023-10-14,Feijão,Alimentos,3,743.02,Débito,5,Não
373,Ana Júlia Fogaça,58,Masculino,cauada-cruz@da.br,Brasil,2023-06-22,Jaqueta,Roupas,4,1192.15,Boleto,4,Não
374,Isabella Nascimento,40,Masculino,dpereira@da.com,Portugal,2023-07-09,Tablet,Eletrônicos,1,779.27,Boleto,5,Sim
375,Pedro Lucas Freitas,32,Outro,ynascimento@bol.com.br,Argentina,2023-11-02,Jaqueta,Roupas,4,1031.43,Cartão de Crédito,4,Sim
376,João Lucas Rodrigues,59,Masculino,pedro-lucasmelo@ig.com.br,Moçambique,2025-01-21,Notebook,Eletrônicos,3,1220.6,PIX,3,Não
